Temps;EA4
0;0,0789454996120185
0,002;0,123898477875628
0,004;0,108745788573287
0,006;0,0562164656585082
0,008;-0,0670254073338583
0,01;-0,155921184574254
0,012;-0,152890646713786
0,014;-0,0836933655664325
0,016;0,0622775413794443
0,018;0,158244573627599
0,02;0,183499055798166
0,022;0,112786505720578
0,024;-0,0392454769462347
0,026;-0,15087028814014
0,028;-0,194307997473516
0,03;-0,126625985256396
0,032;0,0223754595499486
0,034;0,153193677193485
0,036;0,199661924387328
0,038;0,164810738991946
0,04;0,0284365352708846
0,042;-0,0937951584346592
0,044;-0,179660397814587
0,046;-0,171073873876594
0,048;-0,0448014630237594
0,05;0,0971287267748266
0,052;0,192085579736158
0,054;0,1850143247284
0,056;0,0799556788988411
0,058;-0,0821780966361985
0,06;-0,192792728543282
0,062;-0,187236742465757
0,064;-0,100866413442418
0,066;0,0344976109918207
0,068;0,168851456139237
0,07;0,210268806898966
0,072;0,115311953937635
0,074;-0,00388920190744102
0,076;-0,14329394348897
0,078;-0,208450507489033
0,08;-0,154911005287431
0,082;-0,00641465012449771
0,084;0,11733231251128
0,086;0,213804434402846
0,088;0,168346366495825
0,09;0,0521757485112175
0,092;-0,117534371674992
0,094;-0,206935238558799
0,096;-0,189762190682814
0,098;-0,0776322898454964
0,1;0,0718742446042597
0,102;0,198146655457094
0,104;0,187539772945456
0,106;0,099149085348472
0,108;-0,0513676283881068
0,11;-0,175114591023885
0,112;-0,224613376078196
0,114;-0,133697240264155
0,116;0,0127787563251331
0,118;0,160264932201244
0,12;0,206733179395087
0,122;0,149658049689606
0,124;-0,00439429155085236
0,126;-0,128646343830042
0,128;-0,206935238558799
0,13;-0,164002618868835
0,132;-0,0488421801710501
0,134;0,109250878216699
0,136;0,17390235257335
0,138;0,170366725069471
0,14;0,0572266449453309
0,142;-0,0771272002020851
0,144;-0,178145128884353
0,146;-0,173094232450239
0,148;-0,0771272002020851
0,15;0,0622775413794443
0,152;0,152688587550074
0,154;0,183499055798166
0,156;0,0885422028368339
0,158;-0,0341945805121213
0,16;-0,147839750279672
0,162;-0,162992439582013
0,164;-0,117534371674992
0,166;0,0127787563251331
0,168;0,13248500181362
0,17;0,180468517937697
0,172;0,124403567519039
0,174;0,00419223238714039
0,176;-0,0968256962951273
0,178;-0,182185846031643
0,18;-0,153395736357197
0,182;-0,0326793115818873
0,184;0,0925829199841246
0,186;0,171376904356293
0,188;0,168346366495825
0,19;0,0759149617515504
0,192;-0,0730864830547944
0,194;-0,159456812078133
0,196;-0,185216383892111
0,198;-0,103391861659475
0,2;0,0279314456274733
0,202;0,151678408263251
0,204;0,180973607581109
0,206;0,119857760728337
0,208;-0,0048993811942637
0,21;-0,128646343830042
0,212;-0,18824692175258
0,214;-0,135212509194389
0,216;-0,0296487737214193
0,218;0,108240698929876
0,22;0,182993966154754
0,222;0,171881993999705
0,224;0,0360128799220547
0,226;-0,0988460548687726
0,228;-0,176124770310707
0,23;-0,165012798155658
0,232;-0,0781373794889078
0,234;0,067833527456969
0,236;0,167841276852414
0,238;0,174407442216761
0,24;0,0890472924802452
0,242;-0,0402556562330574
0,244;-0,156426274217665
0,246;-0,168548425659537
0,248;-0,118544550961815
0,25;0,0122736666817218
0,252;0,126929015736096
0,254;0,187034683302045
0,256;0,130464643239975
0,258;0,0112634873948991
0,26;-0,116524192388169
0,262;-0,165012798155658
0,264;-0,152385557070374
0,266;-0,03368949086871
0,268;0,0935930992709473
0,27;0,170366725069471
0,272;0,161780201131478
0,274;0,069348796387203
0,276;-0,0594490626826882
0,278;-0,160972081008367
0,28;-0,16955860494636
0,282;-0,0756119312718511
0,284;0,0400535970693454
0,286;0,145617332542315
0,288;0,176932890433818
0,29;0,111776326433755
0,292;-0,0225775187136605
0,294;-0,129656523116864
0,296;-0,174609501380473
0,298;-0,136727778124623
0,3;-0,0165164429927245
0,302;0,126423926092684
0,304;0,177943069720641
0,306;0,135010450030677
0,308;0,0425790452864021
0,31;-0,0907646205741912
0,312;-0,17713494959753
0,314;-0,153395736357197
0,316;-0,0564185248222202
0,318;0,0713691549608484
0,32;0,164810738991946
0,322;0,175922711146995
0,324;0,0759149617515504
0,326;-0,0518727180315182
0,328;-0,15440591564402
0,33;-0,175114591023885
0,332;-0,10541222023312
0,334;0,0198500113328919
0,336;0,142081705038436
0,338;0,184509235084988
0,34;0,129959553596564
0,342;0,0147991148987785
0,344;-0,113493654527701
0,346;-0,171578963520005
0,348;-0,137737957411446
0,35;-0,0286385944345966
0,352;0,0981389060616493
0,354;0,161780201131478
0,356;0,141576615395024
0,358;0,0476299417205155
0,36;-0,072581393411383
0,362;-0,15440591564402
0,364;-0,162487349938601
0,366;-0,0670254073338583
0,368;0,0552062863716856
0,37;0,146122422185726
0,372;0,163295470061712
0,374;0,0845014856895432
0,376;-0,0180317119229585
0,378;-0,134707419550978
0,38;-0,171073873876594
0,382;-0,113998744171113
0,384;0,000656604883261025
0,386;0,102684712852351
0,388;0,175417621503584
0,39;0,137030808604322
0,392;0,0259110870538279
0,394;-0,0892493516439572
0,396;-0,165012798155658
0,398;-0,151375377783552
0,4;-0,0518727180315182
0,402;0,0738946031779051
0,404;0,167841276852414
0,406;0,155719125410542
0,408;0,0708640653174371
0,41;-0,0528828973183408
0,412;-0,148849929566495
0,414;-0,152385557070374
0,416;-0,0826831862796098
0,418;0,0324772524181753
0,42;0,135010450030677
0,422;0,172892173286527
0,424;0,108240698929876
0,426;-0,00792991905473173
0,428;-0,117029282031581
0,43;-0,165517887799069
0,432;-0,125615805969574
0,434;-0,00388920190744102
0,436;0,114301774650812
0,438;0,163800559705123
0,44;0,134000270743854
0,442;0,0456095831468701
0,444;-0,0831882759230211
0,446;-0,152890646713786
0,448;-0,151880467426963
0,45;-0,0599541523260996
0,452;0,0592470035189763
0,454;0,160264932201244
0,456;0,171881993999705
0,458;0,0870269339065999
0,46;-0,0341945805121213
0,462;-0,127636164543219
0,464;-0,175619680667296
0,466;-0,115008923457935
0,468;0,0112634873948991
0,47;0,12086794001516
0,472;0,170871814712882
0,474;0,123898477875628
0,476;0,00368714274372905
0,478;-0,104402040946297
0,48;-0,165517887799069
0,482;-0,121069999178872
0,484;-0,0422760148067027
0,486;0,0875320235500112
0,488;0,158244573627599
0,49;0,146122422185726
0,492;0,0622775413794443
0,494;-0,0483370905276388
0,496;-0,152385557070374
0,498;-0,148849929566495
0,5;-0,0715712141245604
0,502;0,0425790452864021
0,504;0,126929015736096
0,506;0,14763769111596
0,508;0,0920778303407133
0,51;-0,0205571601400152
0,512;-0,127131074899808
0,514;-0,155921184574254
0,516;-0,117534371674992
0,518;-0,00540447083767504
0,52;0,104705071425997
0,522;0,161275111488067
0,524;0,12844428466633
0,526;0,0309619834879413
0,528;-0,0826831862796098
0,53;-0,153395736357197
0,532;-0,157436453504488
0,534;-0,0624796005431563
0,536;0,0794505892554298
0,538;0,14359697396867
0,54;0,146122422185726
0,542;0,0769251410383731
0,544;-0,0493472698144615
0,546;-0,14682957099285
0,548;-0,150365198496729
0,55;-0,0887442620005459
0,552;0,0127787563251331
0,554;0,115311953937635
0,556;0,166831097565591
0,558;0,107230519643053
0,56;0,00116169452667236
0,562;-0,0988460548687726
0,564;-0,158446632791311
0,566;-0,121069999178872
0,568;-0,0235876980004832
0,57;0,0875320235500112
0,572;0,154203856480308
0,574;0,147132601472549
0,576;0,0471248520771042
0,578;-0,0690457659075037
0,58;-0,146324481349438
0,582;-0,140263405628502
0,584;-0,0624796005431563
0,586;0,033487431704998
0,588;0,1360206293175
0,59;0,154708946123719
0,592;0,0794505892554298
0,594;-0,0150011740624905
0,596;-0,12056490953546
0,598;-0,15087028814014
0,6;-0,101371503085829
0,602;0,00974821846466511
0,604;0,113796685007401
0,606;0,14359697396867
0,608;0,106725429999642
0,61;0,0117685770383105
0,612;-0,0877340827137232
0,614;-0,133697240264155
0,616;-0,120059819892049
0,618;-0,0412658355198801
0,62;0,0698538860306144
0,622;0,141071525751613
0,624;0,140566436108202
0,626;0,0592470035189763
0,628;-0,0473269112408161
0,63;-0,133192150620744
0,632;-0,147839750279672
0,634;-0,0776322898454964
0,636;0,0329823420615867
0,638;0,120362850371748
0,64;0,150163139333017
0,642;0,10217962320894
0,644;-0,00792991905473173
0,646;-0,104907130589709
0,648;-0,149860108853318
0,65;-0,118039461318403
0,652;-0,0276284151477739
0,654;0,0723793342476711
0,656;0,149152960046194
0,658;0,139051167177968
0,66;0,0607622724492103
0,662;-0,0488421801710501
0,664;-0,13925322634168
0,666;-0,14682957099285
0,668;-0,074096662341617
0,67;0,0339925213484094
0,672;0,123393388232216
0,674;0,156729304697365
0,676;0,0759149617515504
0,678;-0,0134859051322564
0,68;-0,109452937380411
0,682;-0,145819391706027
0,684;-0,118039461318403
0,686;-0,0316691322950646
0,688;0,0875320235500112
0,69;0,150668228976429
0,692;0,12086794001516
0,694;0,0360128799220547
0,696;-0,0619745108997449
0,698;-0,138243047054857
0,7;-0,137232867768034
0,702;-0,0538930766051635
0,704;0,0461146727902815
0,706;0,118342491798103
0,708;0,146122422185726
0,71;0,0900574717670679
0,712;-0,0296487737214193
0,714;-0,116524192388169
0,716;-0,141778674558736
0,718;-0,114503833814524
0,72;-0,0155062637059018
0,722;0,0940981889143586
0,724;0,146627511829138
0,726;0,135515539674088
0,728;0,0344976109918207
0,73;-0,0730864830547944
0,732;-0,148849929566495
0,734;-0,124605626682751
0,736;-0,0614694212563336
0,738;0,0521757485112175
0,74;0,1360206293175
0,742;0,154203856480308
0,744;0,0764200513949618
0,746;-0,0331844012252986
0,748;-0,12410053703934
0,75;-0,155416094930843
0,752;-0,099351144512184
0,754;0,0153042045421898
0,756;0,111776326433755
0,758;0,153193677193485
0,76;0,120362850371748
0,762;0,0344976109918207
0,764;-0,0932900687912479
0,766;-0,140768495271914
0,768;-0,129656523116864
0,77;-0,0427811044501141
0,772;0,0738946031779051
0,774;0,138546077534556
0,776;0,14006134646479
0,778;0,063287720666267
0,78;-0,0458116423105821
0,782;-0,122080178465694
0,784;-0,149355019209906
0,786;-0,0963206066517159
0,788;0,0254059974104166
0,79;0,12086794001516
0,792;0,143091884325258
0,794;0,112786505720578
0,796;0,00671768060419708
0,798;-0,105917309876531
0,8;-0,152385557070374
0,802;-0,11298856488429
0,804;-0,0089400983415544
0,806;0,0885422028368339
0,808;0,14763769111596
0,81;0,131979912170209
0,812;0,0395485074259341
0,814;-0,0690457659075037
0,816;-0,131171792047098
0,818;-0,138243047054857
0,82;-0,0624796005431563
0,822;0,0557113760150969
0,824;0,133495181100443
0,826;0,146122422185726
0,828;0,0789454996120185
0,83;-0,0271233255043626
0,832;-0,128646343830042
0,834;-0,139758315985091
0,836;-0,0998562341555953
0,838;0,0082329495344311
0,84;0,107230519643053
0,842;0,167336187209003
0,844;0,111776326433755
0,846;0,0142940252553672
0,848;-0,0927849791478366
0,85;-0,14682957099285
0,852;-0,138748136698268
0,854;-0,030658953008242
0,856;0,0743996928213164
0,858;0,142586794681847
0,86;0,134505360387266
0,862;0,0587419138755649
0,864;-0,0604592419695109
0,866;-0,136727778124623
0,868;-0,140263405628502
0,87;-0,074096662341617
0,872;0,028941624914296
0,874;0,11733231251128
0,876;0,152183497906663
0,878;0,0910676510538906
0,88;-0,0119706362020224
0,882;-0,0943002480780706
0,884;-0,138243047054857
0,886;-0,100361323799007
0,888;-0,00944518798496574
0,89;0,0910676510538906
0,892;0,130969732883386
0,894;0,119857760728337
0,896;0,0395485074259341
0,898;-0,0746017519850284
0,9;-0,136222688481212
0,902;-0,128646343830042
0,904;-0,0523778076749295
0,906;0,0642978999530897
0,908;0,129454463953152
0,91;0,134000270743854
0,912;0,0486401210073382
0,914;-0,0316691322950646
0,916;-0,11298856488429
0,918;-0,138748136698268
0,92;-0,0821780966361985
0,922;0,0132838459685445
0,924;0,10217962320894
0,926;0,152688587550074
0,928;0,0996541749918833
0,93;0,00419223238714039
0,932;-0,0978358755819499
0,934;-0,137232867768034
0,936;-0,110968206310645
0,938;-0,0251029669307172
0,94;0,0743996928213164
0,942;0,137535898247734
0,944;0,124403567519039
0,946;0,0233856388367712
0,948;-0,0559134351788089
0,95;-0,124605626682751
0,952;-0,136727778124623
0,954;-0,0533879869617522
0,956;0,0461146727902815
0,958;0,116827222867869
0,96;0,131979912170209
0,962;0,0804607685422525
0,964;-0,0256080565741286
0,966;-0,109452937380411
0,968;-0,136727778124623
0,97;-0,0907646205741912
0,972;-0,0109604569151998
0,974;0,103189802495763
0,976;0,148647870402783
0,978;0,106725429999642
0,98;0,0203551009763032
0,982;-0,0761170209152624
0,984;-0,130161612760276
0,986;-0,119049640605226
0,988;-0,039750566589646
0,99;0,0577317345887423
0,992;0,110766147146933
0,994;0,122888298588805
0,996;0,0481350313639268
0,998;-0,0402556562330574
1;-0,114503833814524
1,002;-0,111978385597467
1,004;-0,0639948694733903
1,006;0,036517969565466
1,008;0,105715250712819
1,01;0,128949374309741
1,012;0,0809658581856638
1,014;-0,00995027762837708
1,016;-0,0882391723571345
1,018;-0,131171792047098
1,02;-0,0958155170083046
1,022;-0,0048993811942637
1,024;0,0743996928213164
1,026;0,116827222867869
1,028;0,110261057503521
1,03;0,03045689384453
1,032;-0,0781373794889078
1,034;-0,127131074899808
1,036;-0,118544550961815
1,038;-0,0483370905276388
1,04;0,0471248520771042
1,042;0,125918836449273
1,044;0,128949374309741
1,046;0,0658131688833237
1,048;-0,0296487737214193
1,05;-0,106422399519943
1,052;-0,140768495271914
1,054;-0,0705610348377377
1,056;0,00772785989101976
1,058;0,09460327855777
1,06;0,127939195022918
1,062;0,0920778303407133
1,064;-0,00085866404697299
1,066;-0,0841984552098438
1,068;-0,125615805969574
1,07;-0,101876592729241
1,072;-0,0235876980004832
1,074;0,066318258526735
1,076;0,117837402154692
1,078;0,112786505720578
1,08;0,0405586867127568
1,082;-0,0432861940935254
1,084;-0,117534371674992
1,086;-0,117029282031581
1,088;-0,0584388833958656
1,09;0,0360128799220547
1,092;0,0900574717670679
1,094;0,129454463953152
1,096;0,0915727406973019
1,098;-0,0155062637059018
1,1;-0,0948053377214819
1,102;-0,116524192388169
1,104;-0,0801577380625531
1,106;-0,00944518798496574
1,108;0,0814709478290752
1,11;0,121373029658571
1,112;0,0865218442631885
1,114;0,0299518042011186
1,116;-0,0660152280470356
1,118;-0,116019102744758
1,12;-0,103896951302886
1,122;-0,0225775187136605
1,124;0,0435892245732248
1,126;0,116322133224458
1,128;0,110261057503521
1,13;0,0486401210073382
1,132;-0,0346996701555327
1,134;-0,0953104273648933
1,136;-0,109958027023822
1,138;-0,0639948694733903
1,14;0,0213652802631259
1,142;0,105210161069408
1,144;0,116827222867869
1,146;0,069348796387203
1,148;-0,00287902262061834
1,15;-0,0852086344966665
1,152;-0,11298856488429
1,154;-0,099351144512184
1,156;-0,0251029669307172
1,158;0,0703589756740257
1,16;0,118847581441514
1,162;0,100159264635295
1,164;0,0269212663406506
1,166;-0,0488421801710501
1,168;-0,11298856488429
1,17;-0,108947847736999
1,172;-0,0442963733803481
1,174;0,0395485074259341
1,176;0,118847581441514
1,178;0,111776326433755
1,18;0,0602571828057989
1,182;-0,0251029669307172
1,184;-0,100361323799007
1,186;-0,130161612760276
1,188;-0,071066124481149
1,19;0,0107583977514878
1,192;0,0723793342476711
1,194;0,122383208945394
1,196;0,0799556788988411
1,198;0,00570750131737441
1,2;-0,0746017519850284
1,202;-0,112483475240879
1,204;-0,0857137241400778
1,206;-0,0245978772873059
1,208;0,0607622724492103
1,21;0,112786505720578
1,212;0,099149085348472
1,214;0,0344976109918207
1,216;-0,0326793115818873
1,218;-0,103896951302886
1,22;-0,108947847736999
1,222;-0,0533879869617522
1,224;0,0208601906197146
1,226;0,0865218442631885
1,228;0,111271236790344
1,23;0,0668233481701463
1,232;-0,0165164429927245
1,234;-0,0892493516439572
1,236;-0,104907130589709
1,238;-0,0776322898454964
1,24;-0,00287902262061834
1,242;0,0764200513949618
1,244;0,104705071425997
1,246;0,0875320235500112
1,248;0,0168194734724239
1,25;-0,0614694212563336
1,252;-0,109958027023822
1,254;-0,0877340827137232
1,256;-0,0357098494423553
1,258;0,0476299417205155
1,26;0,105210161069408
1,262;0,102684712852351
1,264;0,0506604795809835
1,266;-0,030658953008242
1,268;-0,0978358755819499
1,27;-0,111473295954056
1,272;-0,0761170209152624
1,274;0,0233856388367712
1,276;0,0905625614104792
1,278;0,112281416077167
1,28;0,0779353203251958
1,282;0,00924312882125378
1,284;-0,0771272002020851
1,286;-0,118039461318403
1,288;-0,0862188137834892
1,29;-0,0165164429927245
1,292;0,0491452106507495
1,294;0,106725429999642
1,296;0,0971287267748266
1,298;0,0314670731313527
1,3;-0,0498523594578728
1,302;-0,0958155170083046
1,304;-0,102886772016063
1,306;-0,039750566589646
1,308;0,0375281488522887
1,31;0,0971287267748266
1,312;0,100159264635295
1,314;0,0673284378135577
1,316;-0,0200520704966038
1,318;-0,0912697102176026
1,32;-0,108442758093588
1,322;-0,069550855550915
1,324;0,00267696345690638
1,326;0,0865218442631885
1,328;0,108745788573287
1,33;0,0819760374724865
1,332;-0,00338411226402968
1,334;-0,0528828973183408
1,336;-0,0937951584346592
1,338;-0,0892493516439572
1,34;-0,0251029669307172
1,342;0,0642978999530897
1,344;0,101169443922117
1,346;0,0895523821236566
1,348;0,0380332384957001
1,35;-0,038235297659412
1,352;-0,111473295954056
1,354;-0,110968206310645
1,356;-0,0422760148067027
1,358;0,0249009077670053
1,36;0,0890472924802452
1,362;0,117837402154692
1,364;0,0728844238910824
1,366;-0,00641465012449771
1,368;-0,0791475587757304
1,37;-0,102886772016063
1,372;-0,0781373794889078
1,374;0,000656604883261025
1,376;0,0718742446042597
1,378;0,105715250712819
1,38;0,0860167546197772
1,382;0,0193449216894805
1,384;-0,0564185248222202
1,386;-0,109452937380411
1,388;-0,0937951584346592
1,39;-0,0372251183725893
1,392;0,0420739556429908
1,394;0,110766147146933
1,396;0,0850065753329545
1,398;0,0496503002941608
1,4;-0,0225775187136605
1,402;-0,0705610348377377
1,404;-0,108442758093588
1,406;-0,0685406762640923
1,408;0,0107583977514878
1,41;0,0759149617515504
1,412;0,0986439957050607
1,414;0,0612673620926216
1,416;0,0132838459685445
1,418;-0,0685406762640923
1,42;-0,100866413442418
1,422;-0,0816730069927871
1,424;-0,0185368015663698
1,426;0,069348796387203
1,428;0,100159264635295
1,43;0,0875320235500112
1,432;0,0188398320460692
1,434;-0,0458116423105821
1,436;-0,106422399519943
1,438;-0,0943002480780706
1,44;-0,0427811044501141
1,442;0,028941624914296
1,444;0,0900574717670679
1,446;0,0870269339065999
1,448;0,0536910174414515
1,45;-0,0185368015663698
1,452;-0,0786424691323191
1,454;-0,0922798895044252
1,456;-0,0538930766051635
1,458;0,00217187381349504
1,46;0,0673284378135577
1,462;0,116827222867869
1,464;0,0738946031779051
1,466;-0,00287902262061834
1,468;-0,0564185248222202
1,47;-0,0932900687912479
1,472;-0,0953104273648933
1,474;-0,0165164429927245
1,476;0,0526808381546289
1,478;0,0900574717670679
1,48;0,0865218442631885
1,482;0,0380332384957001
1,484;-0,030658953008242
1,486;-0,0943002480780706
1,488;-0,0912697102176026
1,49;-0,0478320008842275
1,492;0,0238907284801826
1,494;0,0839963960461318
1,496;0,113291595363989
1,498;0,0637928103096783
1,5;-0,0048993811942637
1,502;-0,0685406762640923
1,504;-0,103896951302886
1,506;-0,0751068416284397
1,508;-0,00944518798496574
1,51;0,0577317345887423
1,512;0,0971287267748266
1,514;0,0819760374724865
